round,type,content,time
1,answer,"```markdown
南瓜是一种营养丰富的食材，富含膳食纤维、维生素A、维生素C以及多种矿物质。它不仅能帮助维持肠道健康，还对免疫系统有积极作用。结合现代医学与营养学的视角，南瓜的主要功效包括促进消化、抗氧化以及支持视力健康。以下是三道推荐的食谱，虽然南瓜不是主角，但它可以灵活搭配其中，提升整体营养价值。

### 地中海烤蔬菜三明治
这道菜以全麦面包和多种烤蔬菜为主，富含膳食纤维和抗氧化剂。南瓜可以作为额外的烤蔬菜加入其中，进一步增强润肠和清热的效果。

**主要功效**：清热利湿、健脾通络、润肠。
**主要食材**：全麦面包、茄子、西葫芦、红椒、初榨橄榄油、海盐、黑胡椒粉。
**做法**：
1. 将茄子、西葫芦、红椒切片，与南瓜片一起用橄榄油、盐和胡椒粉拌匀。
2. 烤箱预热至200℃，将蔬菜烤15分钟至软嫩。
3. 将烤好的蔬菜夹入全麦面包中，搭配沙拉或酸奶即可享用。

### 烤甜菜根沙拉
甜菜根的天然甜味与南瓜的香甜非常搭配。这道沙拉富含抗氧化剂和膳食纤维，有助于补血养心和促进肠道健康。

**主要功效**：补血养心、润肠通便、清热滋阴。
**主要食材**：甜菜根、生菜、山羊奶酪、橄榄油、盐、黑胡椒粉。
**做法**：
1. 甜菜根去皮切块，与南瓜块一起放入烤盘，淋上橄榄油、盐和胡椒粉，烤至软嫩。
2. 将烤好的甜菜根和南瓜与生菜混合，撒上山羊奶酪。
3. 最后淋上橄榄油调味即可。

### 美式牛排
牛排富含优质蛋白质和铁元素，搭配南瓜泥可以平衡膳食结构，增加膳食纤维和维生素A的摄入。

**主要功效**：补益气血、滋阴、生津。
**主要食材**：牛排、盐、黑胡椒、黄油、蒜泥。
**做法**：
1. 牛排室温解冻后，用盐和黑胡椒腌制。
2. 热锅中加入黄油和蒜泥，将牛排煎至两面金黄，内部熟度根据个人喜好调整。
3. 南瓜蒸熟后捣成泥，加入少许黄油和盐调味，作为牛排的配菜。

以上三道菜既能满足味蕾，又能提供丰富的营养。南瓜的加入不仅提升了菜品的风味，还增强了整体的健康价值。建议您在日常饮食中保持多样化，必要时咨询专业医生以获得更具体的健康建议。
```",2025-04-05 00:48:19
2,question,推荐一些食谱,2025-04-05 01:16:19
2,keyword,健脾,2025-04-05 01:16:19
2,keyword,补肾,2025-04-05 01:16:19
2,keyword,疏肝,2025-04-05 01:16:19
2,keyword,理气,2025-04-05 01:16:19
2,keyword,清热,2025-04-05 01:16:19
2,keyword,滋阴,2025-04-05 01:16:19
2,keyword,活血,2025-04-05 01:16:19
2,keyword,益气,2025-04-05 01:16:19
2,keyword,化痰,2025-04-05 01:16:19
2,keyword,安神,2025-04-05 01:16:19
2,candidate,地中海金枪鱼沙拉,2025-04-05 01:16:19
2,candidate,墨西哥牛油果鸡肉卷,2025-04-05 01:16:19
2,candidate,鸡肉凯撒沙拉,2025-04-05 01:16:19
2,candidate,墨西哥鸡肉玉米汤,2025-04-05 01:16:19
2,candidate,西班牙海鲜饭（简易版）,2025-04-05 01:16:19
2,candidate,法式香煎扇贝,2025-04-05 01:16:19
2,candidate,美式牛排,2025-04-05 01:16:19
2,candidate,墨西哥牛油果沙拉,2025-04-05 01:16:19
2,candidate,希腊黄瓜酸奶沙拉,2025-04-05 01:16:19
2,candidate,意式罗勒青酱意面,2025-04-05 01:16:19
2,candidate,法式红酒炖鸡,2025-04-05 01:16:19
2,candidate,西班牙番茄冷汤Gazpacho,2025-04-05 01:16:19
2,candidate,西班牙海鲜饭,2025-04-05 01:16:19
2,candidate,希腊烤羊肉串,2025-04-05 01:16:19
2,candidate,希腊菠菜派（Spanakopita）,2025-04-05 01:16:19
2,candidate,巴西烤菠萝,2025-04-05 01:16:19
2,candidate,加拿大枫糖烤三文鱼,2025-04-05 01:16:19
2,candidate,地中海鹰嘴豆沙拉,2025-04-05 01:16:19
2,candidate,红椒牛油果酱配玉米片,2025-04-05 01:16:19
2,candidate,番茄罗勒意面,2025-04-05 01:16:19
2,candidate,德国土豆沙拉,2025-04-05 01:16:19
2,candidate,瑞典肉丸,2025-04-05 01:16:19
2,candidate,藜麦彩椒盅,2025-04-05 01:16:19
2,candidate,西班牙土豆蛋饼,2025-04-05 01:16:19
2,candidate,意式青酱烤蔬菜,2025-04-05 01:16:19
2,candidate,番茄金枪鱼意式烩饭,2025-04-05 01:16:19
2,candidate,土耳其酸奶黄瓜汤,2025-04-05 01:16:19
2,candidate,希腊烤茄子,2025-04-05 01:16:19
2,candidate,鸡肉牛油果沙拉,2025-04-05 01:16:19
2,candidate,美式牛油果鸡蛋三明治,2025-04-05 01:16:19
2,candidate,牛油果菠菜奶昔,2025-04-05 01:16:19
2,candidate,摩洛哥鹰嘴豆炖菜,2025-04-05 01:16:19
2,candidate,希腊菠菜派,2025-04-05 01:16:19
2,candidate,香醋烤孢子甘蓝,2025-04-05 01:16:19
2,candidate,秘鲁酸橘汁腌鱼（Ceviche）,2025-04-05 01:16:19
2,candidate,意式蔬菜汤,2025-04-05 01:16:19
2,candidate,委内瑞拉玉米饼,2025-04-05 01:16:19
2,candidate,烤甜菜根沙拉,2025-04-05 01:16:19
2,candidate,牛油果鸡蛋吐司,2025-04-05 01:16:19
2,candidate,古巴黑豆汤,2025-04-05 01:16:19
2,candidate,美式烤鸡翅,2025-04-05 01:16:19
2,candidate,烤三文鱼配柠檬,2025-04-05 01:16:19
2,candidate,秘鲁酸橘汁腌鱼,2025-04-05 01:16:19
2,candidate,西式鹰嘴豆泥,2025-04-05 01:16:19
2,candidate,波兰酸黄瓜汤,2025-04-05 01:16:19
2,candidate,希腊柠檬烤土豆,2025-04-05 01:16:19
2,candidate,美国金枪鱼三明治,2025-04-05 01:16:19
2,candidate,希腊柠檬烤鱼,2025-04-05 01:16:19
2,candidate,俄式罗宋汤,2025-04-05 01:16:19
2,candidate,地中海烤蔬菜三明治,2025-04-05 01:16:19
2,answer,"```markdown
在日常饮食中，选择适合自己的健康食谱，不仅能满足味蕾，还能为身体提供所需的营养支持。以下是我为你推荐的三道菜，它们兼具美味与健康，适合不同的饮食需求。

### 地中海金枪鱼沙拉
这道沙拉富含优质蛋白和健康脂肪，特别适合需要补充体力或保持清爽饮食的人群。金枪鱼提供丰富的Omega-3脂肪酸，有助于心血管健康；生菜和小番茄富含膳食纤维和抗氧化成分，有助于清热解腻。

**主要食材**：金枪鱼罐头、生菜、小番茄、红洋葱、橄榄油、柠檬汁、海盐、黑胡椒粉  
**做法**：将金枪鱼沥干后与切好的生菜、小番茄和红洋葱混合，淋上橄榄油和柠檬汁，最后撒上海盐和黑胡椒调味即可。

### 墨西哥牛油果鸡肉卷
这是一道高蛋白、低碳水的健康主食，适合需要补充能量又想控制体重的人群。牛油果富含单不饱和脂肪酸，有助于润肠通便和保护心脏；鸡胸肉提供优质蛋白，有助于肌肉修复和免疫力提升。

**主要食材**：全麦玉米饼、鸡胸肉、牛油果、生菜、番茄、盐、黑胡椒粉  
**做法**：将鸡胸肉煎熟切条，牛油果捣成泥，搭配生菜和番茄片一起卷入全麦玉米饼中，撒上少许盐和黑胡椒即可。

### 鸡肉凯撒沙拉
这道经典沙拉不仅低热量，还能提供丰富的维生素和矿物质。鸡胸肉和奶酪碎为身体提供蛋白质和钙质，有助于增强骨骼健康；罗马生菜富含水分和膳食纤维，有助于清热润肤。

**主要食材**：鸡胸肉、罗马生菜、凯撒沙拉酱、全麦面包丁、奶酪碎、盐、黑胡椒粉  
**做法**：将鸡胸肉煎熟切片，与罗马生菜、全麦面包丁和奶酪碎混合，淋上适量凯撒沙拉酱，最后撒上盐和黑胡椒调味。

---

在日常饮食中，尽量保持均衡的营养摄入，搭配适量的运动。如果有特殊健康需求或持续不适，建议及时咨询专业医生或营养师。
```",2025-04-05 01:16:19
3,question,"{'include': ['金枪鱼罐头'], 'exclude': ['凯撒沙拉酱']}",2025-04-05 01:22:32
3,answer,"```markdown
金枪鱼罐头是一种营养丰富且方便的食材，富含优质蛋白质、Omega-3 脂肪酸以及多种维生素和矿物质。它对心血管健康、脑功能提升以及肌肉修复都有积极作用。根据你的需求，我为你推荐了三道菜，它们不仅能充分利用金枪鱼罐头的营养价值，还能避免使用凯撒沙拉酱，保持清淡健康。

以下是三道推荐菜谱及其功效和做法：

### 美国金枪鱼三明治
这道三明治简单易做，适合作为早餐或便餐。金枪鱼罐头提供优质蛋白质，搭配生菜和番茄，能补充膳食纤维和维生素C，有助于增强免疫力和促进消化。

**主要功效**：
- 补充能量，增强体力
- 滋阴润燥，缓解干燥不适
- 健脾增食欲，改善消化

**食材**：
- 吐司面包 2片
- 金枪鱼罐头 1份
- 生菜 适量
- 番茄 2片
- 少量低脂沙拉酱（可选）

**做法**：
1. 吐司面包稍微烤至微脆。
2. 将金枪鱼罐头沥干，拌入少量低脂沙拉酱（可省略）。
3. 在吐司上铺一层生菜、金枪鱼和番茄片，盖上另一片吐司即可。

---

### 地中海金枪鱼沙拉
这道沙拉清爽低脂，富含膳食纤维和抗氧化成分。橄榄油和柠檬汁的搭配不仅提升了风味，还能促进脂肪代谢和维生素吸收。

**主要功效**：
- 清热解腻，适合夏季或油腻饮食后
- 健脾调中，促进肠胃健康
- 补充优质脂肪酸，保护心血管

**食材**：
- 金枪鱼罐头 1份
- 生菜 适量
- 小番茄 6颗
- 红洋葱 少量
- 橄榄油 1汤匙
- 柠檬汁 1茶匙
- 海盐和黑胡椒粉 适量

**做法**：
1. 将生菜、小番茄和红洋葱切好，放入沙拉碗中。
2. 加入沥干的金枪鱼罐头。
3. 淋上橄榄油和柠檬汁，撒上海盐和黑胡椒粉，拌匀即可。

---

### 意大利茄汁金枪鱼面
这是一道充满地中海风味的主食，番茄的酸甜味与金枪鱼的鲜香完美结合，适合需要补充能量的午餐或晚餐。

**主要功效**：
- 滋阴润肺，缓解干燥
- 健脾开胃，促进食欲
- 提供优质碳水化合物和蛋白质，增强体力

**食材**：
- 意大利面 100克
- 金枪鱼罐头 1份
- 番茄碎 200克
- 橄榄油 1汤匙
- 盐 适量

**做法**：
1. 将意大利面煮熟，沥干备用。
2. 热锅加橄榄油，倒入番茄碎煮至浓稠。
3. 加入金枪鱼罐头翻炒均匀，调入适量盐。
4. 将煮好的意大利面拌入酱汁中，搅拌均匀即可。

---

以上三道菜都能满足你的需求，同时提供丰富的营养。建议你在日常饮食中保持多样化，搭配新鲜蔬果和全谷物，确保营养均衡。如果有特殊健康问题，建议及时咨询医生或营养师。
```",2025-04-05 01:22:32
4,question,推荐一些有南瓜的食谱,2025-04-05 01:23:32
4,keyword,健脾,2025-04-05 01:23:32
4,keyword,益气,2025-04-05 01:23:32
4,keyword,补血,2025-04-05 01:23:32
4,keyword,润燥,2025-04-05 01:23:32
4,keyword,化痰,2025-04-05 01:23:32
4,keyword,安神,2025-04-05 01:23:32
4,keyword,清热,2025-04-05 01:23:32
4,keyword,补肾,2025-04-05 01:23:32
4,keyword,和胃,2025-04-05 01:23:32
4,keyword,解郁,2025-04-05 01:23:32
4,candidate,西班牙海鲜饭,2025-04-05 01:23:32
4,candidate,希腊菠菜派,2025-04-05 01:23:32
4,candidate,法国红酒炖牛肉,2025-04-05 01:23:32
4,candidate,委内瑞拉玉米饼,2025-04-05 01:23:32
4,candidate,希腊烤羊排,2025-04-05 01:23:32
4,candidate,鳄梨虾仁沙拉,2025-04-05 01:23:32
4,candidate,墨西哥牛油果沙拉,2025-04-05 01:23:32
4,candidate,俄式罗宋汤,2025-04-05 01:23:32
4,candidate,加拿大枫糖烤三文鱼,2025-04-05 01:23:32
4,candidate,墨西哥牛油果鸡肉卷,2025-04-05 01:23:32
4,candidate,摩洛哥鹰嘴豆炖菜,2025-04-05 01:23:32
4,candidate,墨西哥鸡肉卷饼,2025-04-05 01:23:32
4,candidate,埃及茄汁烤土豆牛肉,2025-04-05 01:23:32
4,candidate,意式蔬菜汤,2025-04-05 01:23:32
4,candidate,希腊菠菜派（Spanakopita）,2025-04-05 01:23:32
4,candidate,地中海金枪鱼沙拉,2025-04-05 01:23:32
4,candidate,烤南瓜汤,2025-04-05 01:23:32
4,candidate,鸡肉凯撒沙拉,2025-04-05 01:23:32
4,candidate,荷兰青豆炒蛋,2025-04-05 01:23:32
4,candidate,希腊酸奶黄瓜沙拉,2025-04-05 01:23:32
4,candidate,意式番茄罗勒汤,2025-04-05 01:23:32
4,candidate,希腊柠檬烤土豆,2025-04-05 01:23:32
4,candidate,南美烤红薯配芝士,2025-04-05 01:23:32
4,candidate,美国牛油果吐司,2025-04-05 01:23:32
4,candidate,西班牙土豆蛋饼,2025-04-05 01:23:32
4,candidate,鸡肉帕尔玛,2025-04-05 01:23:32
4,candidate,土耳其酸奶黄瓜汤,2025-04-05 01:23:32
4,candidate,法式烤土豆泥,2025-04-05 01:23:32
4,candidate,意式青酱烤蔬菜,2025-04-05 01:23:32
4,candidate,意式蘑菇烩饭,2025-04-05 01:23:32
4,candidate,葡萄牙绿汤（羽衣甘蓝汤）,2025-04-05 01:23:32
4,candidate,椰奶咖喱虾,2025-04-05 01:23:32
4,candidate,西非花生炖鸡,2025-04-05 01:23:32
4,candidate,意式菠菜奶酪烤蛋,2025-04-05 01:23:32
4,candidate,美式烤芝士西兰花,2025-04-05 01:23:32
4,candidate,西班牙海鲜饭（简易版）,2025-04-05 01:23:32
4,candidate,烤三文鱼配柠檬,2025-04-05 01:23:32
4,candidate,埃塞俄比亚扁豆炖菜,2025-04-05 01:23:32
4,candidate,烤花椰菜排,2025-04-05 01:23:32
4,candidate,番茄烤茄汁豆配土豆泥,2025-04-05 01:23:32
4,candidate,土耳其烤茄子酱（Baba Ganoush）,2025-04-05 01:23:32
4,candidate,法式红酒炖鸡,2025-04-05 01:23:32
4,candidate,意式罗勒青酱意面,2025-04-05 01:23:32
4,candidate,土耳其烤肉丸,2025-04-05 01:23:32
4,candidate,波兰酸黄瓜汤,2025-04-05 01:23:32
4,candidate,混合浆果酸奶碗,2025-04-05 01:23:32
4,candidate,瑞典肉丸,2025-04-05 01:23:32
4,candidate,牛油果鸡蛋吐司,2025-04-05 01:23:32
4,candidate,墨西哥鸡肉玉米汤,2025-04-05 01:23:32
4,candidate,希腊黄瓜酸奶沙拉,2025-04-05 01:23:32
4,answer,"```markdown
南瓜是一种营养丰富的食材，富含膳食纤维、维生素A、钾和抗氧化剂，对身体有多方面的益处。它不仅能帮助维持肠道健康，还能支持免疫系统和保护视力。结合你的需求，我推荐了几道食谱，其中南瓜是主要或辅助食材，同时这些菜肴还能提供其他营养成分，帮助你均衡饮食。

以下是三道推荐食谱：

### 西班牙海鲜饭
这道菜结合了南瓜的柔和甜味和海鲜的鲜美，富含蛋白质、膳食纤维和抗氧化剂。南瓜的加入不仅提升了整体口感，还提供了维生素A和钾，有助于增强免疫力和保护心血管健康。

**主要食材**：南瓜块、短粒米、虾仁、鱿鱼圈、蛤蜊、番红花、洋葱、青椒、橄榄油。

**做法**：
1. 将南瓜切块蒸熟备用。
2. 在平底锅中加热橄榄油，炒香洋葱和青椒。
3. 加入短粒米翻炒，再加入番红花和适量水煮至米饭半熟。
4. 加入虾仁、鱿鱼圈、蛤蜊和南瓜块，继续煮至米饭熟透。
5. 调味后即可享用。

### 希腊菠菜派
这是一道经典的地中海菜肴，南瓜可以作为配料或搭配食用。菠菜富含铁和维生素K，搭配奶酪和鸡蛋，提供优质蛋白质和钙质，适合补充体力和缓解疲劳。

**主要食材**：菠菜、南瓜泥、菲达奶酪、鸡蛋、面皮、洋葱。

**做法**：
1. 将南瓜蒸熟后捣成泥，与切碎的菠菜混合。
2. 在混合物中加入打散的鸡蛋和菲达奶酪，搅拌均匀。
3. 将面皮铺在烤盘中，倒入混合物。
4. 烤箱预热至180°C，烘烤约25分钟，至表面金黄即可。

### 法国红酒炖牛肉
这道菜以牛肉为主，搭配南瓜和胡萝卜，提供丰富的蛋白质、膳食纤维和抗氧化剂。红酒的加入不仅提升了风味，还含有多酚类物质，有助于心血管健康。

**主要食材**：牛肉块、南瓜块、胡萝卜、红酒、洋葱、盐。

**做法**：
1. 牛肉块提前腌制，加入少许盐和红酒。
2. 在锅中加热橄榄油，炒香洋葱和胡萝卜。
3. 加入腌制好的牛肉块，翻炒至表面变色。
4. 倒入红酒和适量水，加入南瓜块，炖煮约1小时，至牛肉软烂。
5. 调味后即可享用。

以上三道菜不仅美味，还能帮助你摄入多种营养成分，支持身体的健康需求。记得在日常饮食中保持多样化，适量搭配蔬菜、水果和蛋白质来源。如果有特殊健康问题，建议咨询专业医生或营养师。
```",2025-04-05 01:23:32
5,question,"{'include': ['虾仁'], 'exclude': ['鱿鱼圈']}",2025-04-05 01:24:11
5,answer,"```markdown
虾仁是一种营养丰富的食材，富含优质蛋白质、维生素D、B族维生素以及矿物质如锌和硒，对增强免疫力、促进代谢和维持骨骼健康有重要作用。根据你的需求，我为你推荐了三道虾仁菜谱，既能满足营养需求，又避免了鱿鱼圈等不适合的食材。

以下是三道菜的详细介绍：

### 椰奶咖喱虾
这道菜结合了椰奶的润滑口感和咖喱的香料风味，适合需要清热、补血和安神的人群。虾仁提供优质蛋白质和矿物质，椰奶富含中链脂肪酸，有助于能量代谢，而咖喱粉中的姜黄素具有抗氧化作用。

**做法**：
1. 热锅后加入橄榄油，炒香洋葱末。
2. 放入虾仁翻炒至变色，加入咖喱粉和椰奶，煮至浓稠。
3. 加盐调味即可。

这道菜不仅美味，还能帮助改善胃肠功能，适合搭配米饭或面食。

---

### 鳄梨虾仁沙拉
这是一道清爽的沙拉，富含健康脂肪和抗氧化成分。牛油果中的单不饱和脂肪酸有助于心血管健康，虾仁提供蛋白质和微量元素，而柠檬汁则能促进维生素C的吸收。

**做法**：
1. 将虾仁煮熟后冷却备用。
2. 牛油果切块，与生菜混合。
3. 加入虾仁，淋上橄榄油和柠檬汁，撒少许盐调味。

这道沙拉适合午餐或晚餐，清爽不油腻，同时有助于润燥和益气。

---

### 香煎虾仁芝麻菜沙拉
芝麻菜富含维生素K和抗氧化物质，搭配香煎虾仁，既有丰富的口感，又能提供补肾和和胃的功效。柠檬汁和黑胡椒粉的加入提升了整体风味。

**做法**：
1. 虾仁用少许盐和黑胡椒粉腌制片刻。
2. 热锅后加入橄榄油，将虾仁煎至两面金黄。
3. 芝麻菜铺底，放上虾仁，淋上柠檬汁和橄榄油即可。

这道菜适合追求健康饮食的人群，尤其是需要补充微量元素和维生素的人。

---

以上三道菜都以虾仁为主食材，搭配不同的配料，既能满足味觉享受，又能提供多种健康功效。建议你在日常饮食中保持多样化，注意均衡摄入蛋白质、碳水化合物和脂肪。如果有任何持续的健康问题，建议及时咨询医生。
```",2025-04-05 01:24:11
6,question,"{'include': ['青豆'], 'exclude': ['甜椒']}",2025-04-05 01:34:12
6,answer,"```markdown
从现代营养学的角度来看，青豆是一种富含植物蛋白、膳食纤维和多种维生素的食材，尤其是维生素B族和维生素C，对支持免疫功能、促进代谢和维持肠道健康都有益处。如果你近期感到疲惫、注意力不集中或消化不良，青豆可以作为饮食中的一个良好补充。此外，结合其他富含蛋白质和复合碳水化合物的食材，可以进一步提升整体营养摄入，帮助身体恢复活力。

以下是我为你推荐的三道菜谱，它们不仅包含青豆，还能在补充能量、调节情绪和改善消化方面提供支持。每道菜都避免了甜椒的使用，符合你的要求。

### 荷兰青豆炒蛋
这道菜简单易做，富含优质蛋白和膳食纤维，有助于补充能量、促进肠道健康，同时对缓解压力和改善睡眠质量也有一定帮助。

**主要食材**：青豆、鸡蛋、洋葱碎、橄榄油、盐、黑胡椒粉  
**做法**：  
1. 青豆焯水备用，洋葱切碎。  
2. 热锅加橄榄油，先炒香洋葱碎，再加入青豆翻炒。  
3. 打散鸡蛋液，倒入锅中，与青豆混合翻炒至熟，最后加盐和黑胡椒调味即可。

### 什锦蔬菜烩藜麦
这是一道营养均衡的主食，藜麦提供优质蛋白和复合碳水，搭配青豆和其他蔬菜，能帮助提升体力、改善消化，并对情绪调节有一定作用。

**主要食材**：藜麦、西葫芦、胡萝卜、玉米粒、青豆、洋葱末、橄榄油、盐、黑胡椒  
**做法**：  
1. 藜麦洗净后煮熟备用。  
2. 西葫芦、胡萝卜切丁，青豆和玉米粒焯水备用。  
3. 热锅加橄榄油，炒香洋葱末，加入所有蔬菜翻炒，再加入煮熟的藜麦，调入盐和黑胡椒，拌匀即可。

### 美式金枪鱼通心粉沙拉
这道冷食沙拉清爽可口，适合夏季或需要快速补充能量时食用。金枪鱼和青豆的搭配能提供丰富的蛋白质和Omega-3脂肪酸，有助于心血管健康和调节内分泌。

**主要食材**：通心粉、罐头金枪鱼、青豆、蛋黄酱、盐、黑胡椒  
**做法**：  
1. 通心粉煮熟后过凉水沥干，青豆焯水备用。  
2. 将通心粉、青豆和金枪鱼混合，加入适量蛋黄酱拌匀。  
3. 根据口味加盐和黑胡椒调味，冷藏片刻后即可食用。

以上三道菜都能很好地融入日常饮食，帮助你在享受美味的同时获得多种健康益处。记得保持饮食多样化，搭配适量的运动和充足的睡眠。如果有持续的不适症状，建议及时咨询医生。
```",2025-04-05 01:34:12
7,question,推荐一些食谱,2025-04-05 01:58:54
7,keyword,健脾,2025-04-05 01:58:54
7,keyword,补肾,2025-04-05 01:58:54
7,keyword,疏肝,2025-04-05 01:58:54
7,keyword,理气,2025-04-05 01:58:54
7,keyword,清热,2025-04-05 01:58:54
7,keyword,滋阴,2025-04-05 01:58:54
7,keyword,益气,2025-04-05 01:58:54
7,keyword,活血,2025-04-05 01:58:54
7,keyword,安神,2025-04-05 01:58:54
7,keyword,解郁,2025-04-05 01:58:54
7,candidate,牛油果菠菜奶昔,2025-04-05 01:58:54
7,candidate,意式罗勒青酱意面,2025-04-05 01:58:54
7,candidate,希腊柠檬烤鱼,2025-04-05 01:58:54
7,candidate,法式香煎扇贝,2025-04-05 01:58:54
7,candidate,希腊菠菜派（Spanakopita）,2025-04-05 01:58:54
7,candidate,希腊菠菜派,2025-04-05 01:58:54
7,candidate,美式烤鸡翅,2025-04-05 01:58:54
7,candidate,红椒牛油果酱配玉米片,2025-04-05 01:58:54
7,candidate,波兰酸黄瓜汤,2025-04-05 01:58:54
7,candidate,希腊柠檬烤土豆,2025-04-05 01:58:54
7,candidate,摩洛哥鹰嘴豆炖菜,2025-04-05 01:58:54
7,candidate,西班牙土豆蛋饼,2025-04-05 01:58:54
7,candidate,瑞典肉丸,2025-04-05 01:58:54
7,candidate,希腊沙拉,2025-04-05 01:58:54
7,candidate,埃塞俄比亚扁豆炖菜,2025-04-05 01:58:54
7,candidate,古巴黑豆汤,2025-04-05 01:58:54
7,candidate,西班牙番茄冷汤Gazpacho,2025-04-05 01:58:54
7,candidate,意式青酱烤蔬菜,2025-04-05 01:58:54
7,candidate,美国金枪鱼三明治,2025-04-05 01:58:54
7,candidate,秘鲁酸橘汁腌鱼,2025-04-05 01:58:54
7,candidate,牛油果鸡蛋吐司,2025-04-05 01:58:54
7,candidate,墨西哥鸡肉玉米汤,2025-04-05 01:58:54
7,candidate,番茄罗勒意面,2025-04-05 01:58:54
7,candidate,烤甜菜根沙拉,2025-04-05 01:58:54
7,candidate,秘鲁酸橘汁腌鱼（Ceviche）,2025-04-05 01:58:54
7,candidate,墨西哥鸡肉卷饼,2025-04-05 01:58:54
7,candidate,意式番茄罗勒汤,2025-04-05 01:58:54
7,candidate,法式红酒炖鸡,2025-04-05 01:58:54
7,candidate,墨西哥牛油果沙拉,2025-04-05 01:58:54
7,candidate,法式奶油蘑菇汤,2025-04-05 01:58:54
7,candidate,香醋烤孢子甘蓝,2025-04-05 01:58:54
7,candidate,委内瑞拉玉米饼,2025-04-05 01:58:54
7,candidate,德国土豆沙拉,2025-04-05 01:58:54
7,candidate,西班牙海鲜饭,2025-04-05 01:58:54
7,candidate,希腊烤羊肉串,2025-04-05 01:58:54
7,candidate,美式牛油果鸡蛋三明治,2025-04-05 01:58:54
7,candidate,希腊烤茄子,2025-04-05 01:58:54
7,candidate,加拿大枫糖烤三文鱼,2025-04-05 01:58:54
7,candidate,摩洛哥鸡肉塔津,2025-04-05 01:58:54
